index,Įstaigos_pavadinimas,Medikų_kiekis__VISO,Karantinuota__VISO,Medikų_kiekis_30___50_m_,Karantinuota_viso_30___50_m_,Medikų_kiekis_50__,Karantinuota_viso_50__,Medikai_reanimatologai__VISO,Karantinuota_reanimatologai__VISO,Atsarga,Apmokyti_medikai,FID,insert_timestamp
29,Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras,,,,,,,,,,,30,2020-03-24 15:00:05.474890
30,"Šeimos klinika, UAB",,,,,,,,,,,31,2020-03-24 15:00:05.474890
31,"Sveikatos klinika (Vilniaus sveikatos namai, UAB)",,,,,,,,,,,32,2020-03-24 15:00:05.474890
32,UAB InMedica,,,,,,,,,,,33,2020-03-24 15:00:05.474890
33,UAB "Neuromeda',,,,,,,,,,,34,2020-03-24 15:00:05.474890
34,VŠĮ Vilniaus rajono centrinė poliklinika,,,,,,,,,,,35,2020-03-24 15:00:05.474890
35,I.Į.I.Kurcevič bendrosios praktikos gydytojo kabinetas,,,,,,,,,,,36,2020-03-24 15:00:05.474890
36,BĮ Nacionalinis vėžio institutas,,,,,,,,,,,37,2020-03-24 15:00:05.474890
37,UAB sveikatos centras Gilės,,,,,,,,,,,38,2020-03-24 15:00:05.474890
38,IĮ Stanaičių šeimos klinika,,,,,,,,,,,39,2020-03-24 15:00:05.474890
39,VšĮVilniaus rajono centrinė poliklinika,,,,,,,,,,,40,2020-03-24 15:00:05.474890
40,VšĮ Justiniškių šeimos gydytojų kabinetas,,,,,,,,,,,41,2020-03-24 15:00:05.474890
41,VšĮ Pal. kunigo Mykolo Sopočkos hospisas,,,,,,,,,,,42,2020-03-24 15:00:05.474890
0,VšĮ Vilkpėdės ligoninė,,,,,,,,,,,1,2020-03-24 16:00:07.040111
1,VšĮ Mykolo Marcinkevičiaus ligoninė,,,,,,,,,,,2,2020-03-24 16:00:07.040111
2,VšĮ Vilniaus miesto klinikinė ligoninė,,,,,,,,,,,3,2020-03-24 16:00:07.040111
3,VšĮ Šv. Roko ligoninė,,,,,,,,,,,4,2020-03-24 16:00:07.040111
4,VšĮ Antakalnio poliklinika,,,,,,,,,,,5,2020-03-24 16:00:07.040111
5,VšĮ Karoliniškių poliklinika,,,,,,,,,,,6,2020-03-24 16:00:07.040111
6,VšĮ Lazdynų poliklinika,,,,,,,,,,,7,2020-03-24 16:00:07.040111
7,"VšĮ Centro poliklinika, Dienos stacionaras",,,,,,,,,,,8,2020-03-24 16:00:07.040111
8,VšĮ Naujininkų poliklinika,,,,,,,,,,,9,2020-03-24 16:00:07.040111
9,VšĮ Naujosios Vilnios poliklinika,,,,,,,,,,,10,2020-03-24 16:00:07.040111
10,VšĮ Šeškinės poliklinika,,,,,,,,,,,11,2020-03-24 16:00:07.040111
11,VšĮ Greitosios medicinos pagalbos stotis,,,,,,,,,,,12,2020-03-24 16:00:07.040111
12,VšĮ Vilniaus miesto psichikos sveikatos centras,,,,,,,,,,,13,2020-03-24 16:00:07.040111
13,VšĮ Grigiškių sveikatos priežiūros centras palaikomojo gydymo ir slaugos ligoninė,,,,,,,,,,,14,2020-03-24 16:00:07.040111
14,BĮ Vilniaus visuomenės sveikatos biuras,,,,,,,,,,,15,2020-03-24 16:00:07.040111
15,BĮ Vilniaus sutrikusio vystymosi kūdikių namai-pagalbos centras „Šeimos slėnis“,,,,,,,,,,,16,2020-03-24 16:00:07.040111
16,VšĮ Vilniaus universiteto ligoninė Santaros klinikos,,,,,,,,,,,17,2020-03-24 16:00:07.040111
17,VšĮ Respublikinė Vilniaus universitetinė ligoninė,,,,,,,,,,,18,2020-03-24 16:00:07.040111
18,VšĮ VUL Žalgirio klinika,,,,,,,,,,,19,2020-03-24 16:00:07.040111
19,VšĮ Krikščionių medicinos centras,,,,,,,,,,,20,2020-03-24 16:00:07.040111
20,UAB Saulėtekio klinika,,,,,,,,,,,21,2020-03-24 16:00:07.040111
21,UAB Gemma sveikatos centras,,,,,,,,,,,22,2020-03-24 16:00:07.040111
22,UAB Baltupių šeimos medicinos centras,,,,,,,,,,,23,2020-03-24 16:00:07.040111
23,Šeimos gydymo klinika,,,,,,,,,,,24,2020-03-24 16:00:07.040111
24,UAB Alicija ir partneriai",,,,,,,,,,,25,2020-03-24 16:00:07.040111
25,VšĮ Justiniškių šeimos gydytojų kabinetas,,,,,,,,,,,26,2020-03-24 16:00:07.040111
26,UAB Žvėryno klinika,,,,,,,,,,,27,2020-03-24 16:00:07.040111
27,Všį Balsių šeimos medicinos centras,,,,,,,,,,,28,2020-03-24 16:00:07.040111
28,Medicinos paslaugų centras,,,,,,,,,,,29,2020-03-24 16:00:07.040111
29,Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras,,,,,,,,,,,30,2020-03-24 16:00:07.040111
30,"Šeimos klinika, UAB",,,,,,,,,,,31,2020-03-24 16:00:07.040111
31,"Sveikatos klinika (Vilniaus sveikatos namai, UAB)",,,,,,,,,,,32,2020-03-24 16:00:07.040111
32,UAB InMedica,,,,,,,,,,,33,2020-03-24 16:00:07.040111
33,UAB "Neuromeda',,,,,,,,,,,34,2020-03-24 16:00:07.040111
34,VŠĮ Vilniaus rajono centrinė poliklinika,,,,,,,,,,,35,2020-03-24 16:00:07.040111
35,I.Į.I.Kurcevič bendrosios praktikos gydytojo kabinetas,,,,,,,,,,,36,2020-03-24 16:00:07.040111
36,BĮ Nacionalinis vėžio institutas,,,,,,,,,,,37,2020-03-24 16:00:07.040111
37,UAB sveikatos centras Gilės,,,,,,,,,,,38,2020-03-24 16:00:07.040111
38,IĮ Stanaičių šeimos klinika,,,,,,,,,,,39,2020-03-24 16:00:07.040111
39,VšĮVilniaus rajono centrinė poliklinika,,,,,,,,,,,40,2020-03-24 16:00:07.040111
40,VšĮ Justiniškių šeimos gydytojų kabinetas,,,,,,,,,,,41,2020-03-24 16:00:07.040111
41,VšĮ Pal. kunigo Mykolo Sopočkos hospisas,,,,,,,,,,,42,2020-03-24 16:00:07.040111
0,VšĮ Vilkpėdės ligoninė,,,,,,,,,,,1,2020-03-24 17:00:05.517809
1,VšĮ Mykolo Marcinkevičiaus ligoninė,,,,,,,,,,,2,2020-03-24 17:00:05.517809
2,VšĮ Vilniaus miesto klinikinė ligoninė,,,,,,,,,,,3,2020-03-24 17:00:05.517809
3,VšĮ Šv. Roko ligoninė,,,,,,,,,,,4,2020-03-24 17:00:05.517809
4,VšĮ Antakalnio poliklinika,,,,,,,,,,,5,2020-03-24 17:00:05.517809
5,VšĮ Karoliniškių poliklinika,,,,,,,,,,,6,2020-03-24 17:00:05.517809
6,VšĮ Lazdynų poliklinika,,,,,,,,,,,7,2020-03-24 17:00:05.517809
7,"VšĮ Centro poliklinika, Dienos stacionaras",,,,,,,,,,,8,2020-03-24 17:00:05.517809
8,VšĮ Naujininkų poliklinika,,,,,,,,,,,9,2020-03-24 17:00:05.517809
9,VšĮ Naujosios Vilnios poliklinika,,,,,,,,,,,10,2020-03-24 17:00:05.517809
10,VšĮ Šeškinės poliklinika,,,,,,,,,,,11,2020-03-24 17:00:05.517809
11,VšĮ Greitosios medicinos pagalbos stotis,,,,,,,,,,,12,2020-03-24 17:00:05.517809
12,VšĮ Vilniaus miesto psichikos sveikatos centras,,,,,,,,,,,13,2020-03-24 17:00:05.517809
13,VšĮ Grigiškių sveikatos priežiūros centras palaikomojo gydymo ir slaugos ligoninė,,,,,,,,,,,14,2020-03-24 17:00:05.517809
14,BĮ Vilniaus visuomenės sveikatos biuras,,,,,,,,,,,15,2020-03-24 17:00:05.517809
15,BĮ Vilniaus sutrikusio vystymosi kūdikių namai-pagalbos centras „Šeimos slėnis“,,,,,,,,,,,16,2020-03-24 17:00:05.517809
16,VšĮ Vilniaus universiteto ligoninė Santaros klinikos,,,,,,,,,,,17,2020-03-24 17:00:05.517809
17,VšĮ Respublikinė Vilniaus universitetinė ligoninė,,,,,,,,,,,18,2020-03-24 17:00:05.517809
18,VšĮ VUL Žalgirio klinika,,,,,,,,,,,19,2020-03-24 17:00:05.517809
19,VšĮ Krikščionių medicinos centras,,,,,,,,,,,20,2020-03-24 17:00:05.517809
20,UAB Saulėtekio klinika,,,,,,,,,,,21,2020-03-24 17:00:05.517809
21,UAB Gemma sveikatos centras,,,,,,,,,,,22,2020-03-24 17:00:05.517809
22,UAB Baltupių šeimos medicinos centras,,,,,,,,,,,23,2020-03-24 17:00:05.517809
23,Šeimos gydymo klinika,,,,,,,,,,,24,2020-03-24 17:00:05.517809
24,UAB Alicija ir partneriai",,,,,,,,,,,25,2020-03-24 17:00:05.517809
25,VšĮ Justiniškių šeimos gydytojų kabinetas,,,,,,,,,,,26,2020-03-24 17:00:05.517809
26,UAB Žvėryno klinika,,,,,,,,,,,27,2020-03-24 17:00:05.517809
27,Všį Balsių šeimos medicinos centras,,,,,,,,,,,28,2020-03-24 17:00:05.517809
28,Medicinos paslaugų centras,,,,,,,,,,,29,2020-03-24 17:00:05.517809
29,Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras,,,,,,,,,,,30,2020-03-24 17:00:05.517809
30,"Šeimos klinika, UAB",,,,,,,,,,,31,2020-03-24 17:00:05.517809
31,"Sveikatos klinika (Vilniaus sveikatos namai, UAB)",,,,,,,,,,,32,2020-03-24 17:00:05.517809
32,UAB InMedica,,,,,,,,,,,33,2020-03-24 17:00:05.517809
33,UAB "Neuromeda',,,,,,,,,,,34,2020-03-24 17:00:05.517809
34,VŠĮ Vilniaus rajono centrinė poliklinika,,,,,,,,,,,35,2020-03-24 17:00:05.517809
35,I.Į.I.Kurcevič bendrosios praktikos gydytojo kabinetas,,,,,,,,,,,36,2020-03-24 17:00:05.517809
36,BĮ Nacionalinis vėžio institutas,,,,,,,,,,,37,2020-03-24 17:00:05.517809
37,UAB sveikatos centras Gilės,,,,,,,,,,,38,2020-03-24 17:00:05.517809
38,IĮ Stanaičių šeimos klinika,,,,,,,,,,,39,2020-03-24 17:00:05.517809
39,VšĮVilniaus rajono centrinė poliklinika,,,,,,,,,,,40,2020-03-24 17:00:05.517809
40,VšĮ Justiniškių šeimos gydytojų kabinetas,,,,,,,,,,,41,2020-03-24 17:00:05.517809
41,VšĮ Pal. kunigo Mykolo Sopočkos hospisas,,,,,,,,,,,42,2020-03-24 17:00:05.517809
